Obs,STU_ID,STRAT_ID,F1MATHSE,F1TXMBIR,F1TXM1IR,F2PS0601,F3TZCMTHGPA,F1A07B,F1A07E,F1S16A,F1S16B,F1S16C,F1S16D,F1S16E,F1S16F,F1S16G,F1S16H,F1S16I,F1S17A,F1S17B,F1S17C,F1S17D,F1S17E,F1S17F,F1S17G,F1S17H,F1S17I,F1S17J,F1S40N,F2B17A,F2B17B,F1SES1,F1RACE,F1SEX,F1MOTHED,F1FATHED,outcome,F2F1WT,F3F1PNLPSWT,Factor1,Factor2
4241,348213,348,.,51.65,58.17,0,.,5,5,1,1,3,1,1,3,1,3,3,1,1,3,3,3,3,1,1,1,1,3,2,2,0.6,2,1,6,6,0,152.117,125.534,0.03634,-0.02378
4242,348216,348,.,41.32,44.56,1,.,5,5,2,2,2,2,3,1,3,1,1,4,4,4,1,1,1,1,1,1,3,2,1,1,0.48,7,1,7,2,0,727.69,308.324,-0.14156,0.14089
4243,348218,348,1.27,51.36,56.48,1,.,5,5,1,1,4,4,2,1,1,1,1,1,1,3,4,4,4,1,1,1,1,3,1,1,-0.27,7,1,3,5,1,413.196,273.258,0.03663,0.04991
4244,348220,348,1.811,43.72,57.16,1,3.25,5,5,1,1,4,1,4,3,1,1,1,4,3,3,2,3,3,1,1,1,4,3,3,3,-0.08,7,1,4,3,0,376.29,372.666,-0.01059,0.06953
4245,348222,348,1.811,69.6,70.61,1,.,5,5,3,3,3,1,3,3,1,3,1,3,3,2,2,2,2,1,1,2,3,3,2,3,0.54,7,2,6,4,0,329.687,295.077,-0.02397,0.07778
4246,348223,348,-0.258,51.09,55.16,1,.,5,5,1,1,4,1,4,3,1,1,3,1,3,3,1,1,3,1,1,1,1,3,2,3,0.97,7,2,7,5,1,330.948,284.542,-0.05367,0.00782
4247,348224,348,.,40.91,.,2,2,.,6,1,4,3,1,0,1,1,1,1,4,3,3,1,3,1,1,1,1,1,2,1,1,0.64,7,2,2,7,0,357.756,367.118,-0.07866,0.05615
4248,348226,348,1.566,54.92,68.64,1,2,5,5,1,1,3,1,3,3,1,1,3,1,3,3,1,3,3,1,1,1,1,3,3,3,0.07,7,2,5,6,1,367.446,309.736,-0.02564,0.00445
4249,348228,348,0.528,54.75,56.13,1,2,5,5,1,1,3,1,3,3,1,3,3,3,1,1,1,1,1,3,3,1,0,3,3,3,0.59,7,2,2,6,1,339.574,412.161,-0.00888,-0.05263
4250,348231,348,.,67.28,71.8,1,4,5,5,3,1,1,3,1,3,1,1,2,3,2,1,2,1,3,3,1,1,1,2,3,2,0.07,7,1,2,4,0,376.32,376.929,-0.05548,0.05094
4251,349101,349,-0.771,52.83,56.57,2,2,5,5,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,1,1,1,1,3,2,1,0.38,7,1,8,2,1,314.53,259.711,-0.00438,0.10162
4252,349102,349,-0.504,62.27,67.78,1,3.75,5,5,1,1,3,1,3,3,1,3,1,1,3,3,3,3,3,3,1,1,1,3,3,2,1.14,7,2,7,6,1,288.987,218.179,0.04765,0.00861
4253,349113,349,-0.258,21.58,29.1,2,1,5,5,4,2,3,1,1,1,1,1,1,3,2,2,2,2,2,0,0,1,0,3,3,3,1.04,2,2,6,7,0,78.948,159.783,-0.09871,0.07658
4254,349114,349,.,.,32.82,,2.25,5,5,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,4,3,,,-1.34,7,1,1,1,0,301.814,439.723,-0.12796,-0.05536
4255,349120,349,0.779,65.32,77.41,,4,5,5,1,1,4,1,3,3,1,3,3,1,3,3,3,3,3,3,3,1,1,3,,,1.04,5,1,6,7,1,240.647,505.899,0.08421,-0.00315
4256,349127,349,-0.755,50.02,50.63,2,.,5,5,4,3,3,1,3,1,1,1,1,4,2,2,1,1,1,1,1,2,1,3,1,2,0.21,7,2,4,5,1,278.736,321.87,-0.11952,0.09363
4257,349202,349,.,28.91,33.84,1,.,.,6,3,1,2,1,3,3,4,1,1,4,4,4,1,1,1,1,1,1,1,3,2,2,-0.05,3,2,4,2,0,165.718,159.939,-0.10948,0.14404
4258,350102,350,-0.259,57.57,69.67,1,1.25,6,5,3,1,3,1,3,3,3,3,0,3,3,3,3,3,3,3,3,1,1,3,3,3,1.06,7,1,6,6,1,331.054,0,0.06566,0.087
4259,350104,350,-0.788,41.09,40.09,2,0.5,6,5,3,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,-0.93,2,1,2,1,0,82.494,109.713,-0.11297,0.01198
4260,350108,350,0.014,44.11,45.71,2,3.75,6,5,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,-0.16,7,2,2,2,0,314.929,512.732,-0.10221,-0.05537
4261,350109,350,-0.013,49.85,52.28,1,2.5,6,5,3,1,3,1,3,3,1,3,1,3,1,3,3,1,3,1,3,1,3,3,3,3,0.9,7,1,7,3,1,321.201,312.503,0.00746,0.03984
4262,350111,350,1.019,54.02,66.93,1,3.25,6,5,1,1,3,1,3,3,1,1,3,1,1,3,3,3,1,1,3,1,1,3,3,2,-0.79,7,2,4,2,0,329.669,323.774,0.0203,-0.02593
4263,350112,350,1.811,55.41,53.61,2,0,6,5,1,1,3,1,3,3,1,3,1,1,1,3,3,3,1,1,1,1,3,3,2,2,0.37,7,2,2,4,0,310.965,296.438,0.01709,-0.02067
4264,350113,350,-1.284,36.96,34.64,2,1,6,5,3,1,4,1,1,1,1,1,3,4,1,4,1,4,1,1,1,1,1,3,2,2,-0.05,7,2,2,3,0,361.347,594.997,-0.04503,0.0599
4265,350122,350,0.265,61.93,67.84,1,.,6,5,1,1,3,1,3,3,1,3,1,3,1,1,1,1,1,1,3,1,3,3,3,3,-0.02,7,1,6,6,1,341.101,426.392,-0.0332,-0.04428
4266,350123,350,1.533,59.61,64.07,1,3,6,5,1,1,3,1,3,3,1,3,1,1,3,3,3,3,3,1,3,1,3,3,3,3,0.11,7,2,3,3,1,309.644,0,0.04702,0.00521
4267,350124,350,-0.259,27.28,31.63,2,0.75,6,5,3,3,3,1,3,3,1,1,3,1,3,3,3,3,3,3,1,1,1,3,1,3,-0.57,6,2,2,2,0,317.098,393.919,0.02739,0.05931
4268,350126,350,1.811,54.1,58.85,1,2,6,5,1,1,3,1,3,3,1,3,1,3,1,3,3,3,1,1,1,1,1,3,3,2,0.08,7,2,6,2,1,324.928,657.912,0.00963,0.01329
4269,350206,350,-1.542,48.39,59.45,1,2.75,6,6,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,3,2,2,0.36,7,2,6,3,0,212.551,178.791,-0.07564,-0.06974
4270,350208,350,.,65.19,70.65,1,4,6,6,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,3,1,-0.18,7,2,4,2,0,653.09,227.769,-0.08193,-0.05092
4271,350211,350,.,54.28,.,2,.,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,0.35,7,2,2,3,0,0,0,-0.22516,-0.16943
4272,350213,350,-1.033,63.31,67.4,1,4,6,6,1,1,2,1,2,4,1,2,1,1,1,2,2,1,2,2,3,1,1,3,3,3,0.4,7,2,4,3,1,205.824,185.11,0.00234,-0.06075
4273,350215,350,1.811,47.63,52.98,2,.,6,6,3,3,3,1,3,3,1,1,3,3,2,2,2,2,2,1,1,2,1,3,2,3,0.22,6,2,2,6,1,208.89,252.336,-0.03882,0.06854
4274,350216,350,0.019,62.04,73.67,1,2,6,6,1,1,3,1,1,4,1,3,1,1,1,3,3,1,3,3,4,1,1,3,3,2,0.66,7,1,6,4,1,213.407,394.64,0.07233,-0.05333
4275,350219,350,-0.755,49.79,51.99,1,3.75,6,6,4,1,3,1,3,3,1,3,1,4,3,3,3,3,3,1,1,1,0,3,2,1,0.51,7,2,6,7,0,214.45,183.624,0.00718,0.11798
4276,350224,350,-0.724,47.81,50.89,2,1.75,6,6,1,1,3,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,2,3,1,1,0.75,7,1,6,6,0,211.32,547.441,-0.08788,-0.03006
4277,350225,350,0.528,55.3,65.75,1,3.25,6,6,1,3,3,1,3,4,2,3,1,1,3,3,1,3,1,3,4,1,1,3,3,2,0.38,7,2,7,4,1,198.347,176.954,0.05943,-0.01429
4278,350226,350,-2.039,59.44,70.45,1,4,6,6,1,1,3,1,3,4,1,3,1,1,1,3,3,1,3,3,3,1,1,3,3,2,0.23,7,2,5,5,0,221.558,221.259,0.0587,-0.03817
4279,350227,350,-0.013,51.51,53.73,,.,6,6,3,3,3,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,3,3,,,0.15,7,2,5,4,0,220.597,450.368,-0.02489,-0.03064
4280,351101,351,-2.039,56.56,60.87,1,3,6,6,3,3,3,1,3,3,3,3,3,1,1,3,1,3,3,3,3,1,1,3,1,3,0.59,7,2,4,6,1,518.91,774.115,0.05938,0.01339
4281,351102,351,1.811,51.71,63.01,1,.,6,6,1,1,3,1,3,3,1,3,1,1,1,1,3,1,3,3,1,1,1,3,2,2,0.27,7,2,3,2,0,530.456,800.085,0.02086,-0.04967
4282,351103,351,.,71.06,80.33,1,.,6,6,1,1,3,1,1,3,3,4,1,1,1,3,1,1,3,3,3,1,1,2,3,3,1.06,2,1,6,6,1,146.009,120.803,0.03116,-0.0446
4283,351106,351,1.811,66.75,78.24,1,3.75,6,6,1,1,3,1,3,3,1,4,4,1,1,3,3,3,3,3,3,1,1,3,3,3,0.81,7,1,7,4,1,551.284,559.183,0.0928,-0.03785
4284,351107,351,1.811,63.04,77.2,1,.,6,6,1,1,3,1,1,3,1,3,1,1,1,3,1,3,1,3,3,1,1,3,3,3,0.91,7,1,7,4,0,562.711,494.54,0.03837,-0.06906
4285,351110,351,-1.296,29.88,35.85,2,1.25,6,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,-0.06,7,2,2,7,1,563.451,498.16,-0.08755,-0.06466
4286,351113,351,0.774,59.92,65.34,1,4,6,6,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,4,2,1,2,0.19,6,2,2,2,0,552.167,489.294,-0.02511,-0.07484
4287,351114,351,.,19.63,.,,2.75,.,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,,,-0.84,5,1,1,1,1,0,928.606,-0.08755,-0.06466
4288,351120,351,.,61.28,59.78,1,3.75,6,6,1,1,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,-0.76,6,2,2,4,1,668.125,547.366,-0.16079,-0.11268
4289,351121,351,-0.232,40,37.84,2,1.25,6,6,4,4,3,1,3,3,1,2,1,3,3,3,3,2,2,1,1,1,1,2,1,2,0.01,7,1,2,2,0,590.218,902.651,-0.02279,0.11676
4290,351124,351,1.035,59.45,62.62,1,2,6,6,1,1,4,1,1,3,1,3,1,1,1,3,1,3,1,3,1,1,1,3,2,2,0.04,7,2,2,2,1,537.271,440.555,0.02756,-0.05731
4291,351202,351,-1.547,58.07,44.11,1,3,5,5,1,1,3,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,2,2,0.52,7,2,4,6,0,207.066,224.299,-0.06419,-0.02855
4292,351205,351,-0.504,62.59,65.67,1,3.75,5,5,1,1,3,1,3,3,4,3,1,0,0,3,0,3,3,3,1,0,0,3,3,2,0.46,7,1,4,6,0,226.589,476.063,0.03118,-0.05853
4293,351208,351,-0.755,43.69,47.82,2,3.25,5,5,1,1,3,1,3,3,1,1,1,1,3,3,1,3,1,1,1,1,1,2,2,1,1.14,7,1,7,6,0,222.546,350.046,-0.04311,-0.00172
4294,351209,351,-0.215,49.07,51.14,2,2,5,5,3,3,3,1,3,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,2,1,0.28,7,1,2,3,0,230.067,0,-0.12269,0.07981
4295,351215,351,.,47.67,.,2,3.5,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,0.66,7,1,5,6,0,0,0,-0.22516,-0.16943
4296,351218,351,1.811,61.32,67.26,1,0,5,5,1,1,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,1,4,3,2,2,1.16,7,1,6,8,0,226.71,216.593,0.06397,-0.00006
4297,351219,351,-1.531,38.67,36.8,1,1,5,5,4,4,3,1,3,1,1,1,1,4,2,2,2,2,2,1,1,1,1,3,2,3,0.29,3,2,6,5,0,207.907,282.286,-0.0767,0.10361
4298,351220,351,-1.033,40.22,43.21,2,2,5,5,1,1,3,1,3,1,1,1,1,3,4,1,1,1,1,1,1,1,1,3,2,1,0.1,7,2,3,2,0,216.68,191.773,-0.12651,0.02578
4299,352101,352,0.265,47.46,45.69,0,2,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,1,3,3,2,2,-0.41,7,1,2,2,1,288.933,580.17,-0.0434,-0.01544
4300,352102,352,1.811,36.25,42.21,2,1.75,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,1,3,3,2,3,0.1,7,2,2,4,1,287.374,198.267,-0.0434,-0.01544
4301,352104,352,0.239,63.53,76.75,2,3,6,6,1,1,3,1,3,4,1,1,1,1,1,1,3,3,1,3,2,1,1,3,2,2,0.05,7,2,4,2,0,277.927,195.933,0.05094,-0.05627
4302,352105,352,-0.259,61.02,65,1,4,6,6,3,1,4,1,1,4,1,1,1,3,3,3,3,3,1,3,1,1,1,3,3,2,1.38,7,2,7,7,0,253.411,0,0.02975,0.06468
4303,352107,352,-0.782,45.46,46.32,1,2,6,6,1,1,3,1,3,3,1,1,1,1,1,1,3,3,3,1,1,1,1,3,2,1,0.15,5,2,6,1,0,222.052,224.765,0.0161,-0.03356
4304,352108,352,-1.542,43.69,51.41,2,.,6,6,1,1,3,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,2,-0.14,7,1,3,2,0,302.52,352.743,-0.01461,0.01728
4305,352110,352,-1.296,41.33,51.1,0,2.75,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,3,2,2,-1.21,7,1,1,1,0,320.844,0,-0.00338,-0.01418
4306,352111,352,1.566,59.45,75.05,1,3.75,6,6,1,1,4,1,1,3,1,3,1,1,1,1,3,3,3,3,1,1,1,3,2,2,1.03,7,2,6,6,0,260.232,258.393,0.07554,-0.05769
4307,352115,352,0.763,62.75,66.48,1,2.25,6,6,1,1,4,1,1,4,1,1,1,1,1,1,3,3,3,3,3,1,1,3,2,2,1.36,2,2,6,8,1,77.225,68.442,0.09492,-0.06526
4308,352116,352,-0.755,36.6,43.69,2,1.5,6,6,4,0,3,1,3,3,1,1,1,3,1,3,3,3,1,1,1,1,1,3,2,3,0,7,2,3,3,0,257.2,341.894,-0.01756,0.06446
4309,352125,352,1.01,60.97,72.39,1,1.25,6,6,1,1,3,1,1,3,1,3,1,1,1,1,3,3,3,2,2,1,1,3,3,2,1.19,3,1,7,7,0,223.742,390.172,0.06235,-0.05939
4310,352127,352,.,53.84,67.96,1,.,.,6,1,1,3,1,3,3,1,1,1,1,1,3,3,3,2,2,1,1,3,3,2,1,1.08,7,1,7,4,1,60.507,58.99,0.01751,-0.01527
4311,352129,352,-0.755,62.1,56.77,,2.25,6,6,1,1,3,3,1,3,1,3,1,1,1,3,3,4,1,1,1,1,1,3,,,0.52,7,1,4,6,0,283.128,607.567,0.0376,0.00049
4312,352201,352,0.032,51.9,61.03,2,2.75,5,4,1,1,3,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,3,-1.35,7,2,2,2,1,217.344,190.848,-0.06419,-0.02855
4313,352207,352,-0.013,47.71,54.69,1,.,5,4,1,1,3,1,0,3,1,3,1,1,1,2,3,2,3,3,1,1,1,3,2,2,1.21,7,2,6,7,0,190.976,182.194,0.04254,-0.05018
4314,352211,352,-1.547,45.76,52.65,,2.25,5,4,1,1,3,1,3,1,1,1,1,1,3,3,1,1,1,3,1,1,1,3,,,0.3,7,1,4,2,0,0,211.844,-0.09113,-0.00671
4315,352213,352,0.25,66.48,72.3,1,.,5,4,1,1,3,1,3,3,1,3,1,1,1,2,2,2,2,3,3,1,1,3,2,2,-0.17,7,2,2,2,1,199.313,235.137,0.04057,-0.0606
4316,352214,352,1.811,74.94,75.83,1,2.5,5,4,1,1,4,1,3,3,1,3,1,1,1,3,3,3,3,3,3,1,1,3,2,1,0.73,7,1,7,5,1,192.468,257.657,0.09544,-0.0346
4317,352215,352,-2.039,25.52,23.63,2,.,5,4,3,1,3,1,3,1,1,1,1,3,3,3,1,1,1,1,1,3,1,3,2,2,0.03,7,2,4,2,0,189.838,193.718,-0.12234,0.08629
4318,352219,352,0.277,68.76,73.89,2,2.75,5,4,1,1,3,1,3,3,1,3,1,1,1,1,1,3,3,3,3,1,1,3,3,2,-0.03,7,2,5,2,1,193.946,181.402,0.05607,-0.07916
4319,352224,352,0.528,52.68,63.77,2,3.25,5,4,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,1,3,1,1,3,3,2,-0.51,7,1,2,2,0,208.608,326.947,0.06003,-0.03553
4320,352225,352,-0.755,38.25,52.31,2,2,5,4,1,1,3,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0.02,6,2,4,3,1,191.156,272.714,-0.12848,-0.1173
4321,352303,352,-0.275,44.88,50.27,2,2.5,6,6,1,1,3,1,3,3,1,2,1,1,1,4,1,4,4,4,1,1,1,3,2,2,0.63,7,2,3,3,0,227.124,306.796,0.06004,-0.02629
4322,352305,352,-1.542,52.11,61.99,1,4,6,6,1,1,3,1,1,3,1,3,3,1,3,3,3,1,1,3,1,1,1,3,3,2,0.88,7,2,6,8,0,227.686,217.432,-0.00807,-0.00811
4323,352307,352,1.564,55.73,67.56,2,3,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,1,3,1,3,1,1,3,2,3,-0.43,7,2,2,3,0,225.786,236.779,-0.00224,-0.02101
4324,352313,352,-1.531,42.53,55.8,2,1,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,1,3,1,1,1,1,3,1,2,-0.39,7,2,2,2,0,230.05,0,-0.02593,-0.00927
4325,352318,352,-0.537,38.03,35.6,2,1,6,6,1,1,3,1,3,1,1,1,1,3,2,2,2,2,2,1,1,1,1,3,2,3,-0.78,6,2,1,1,0,226.277,218.365,-0.07329,0.02031
4326,352320,352,-0.259,52.84,50.54,,2,6,6,3,1,3,1,3,3,1,1,3,3,3,3,3,3,3,1,1,1,1,3,,,0.26,7,1,3,3,1,0,257.445,-0.0079,0.0908
4327,352323,352,.,46.47,49.36,2,1,6,6,3,3,3,1,3,3,1,1,1,3,3,3,1,3,1,1,1,1,1,3,3,3,0.03,7,1,2,2,0,238.537,291.397,-0.05036,0.07644
4328,352324,352,-0.264,49.33,53.03,2,3,6,6,3,3,4,1,3,3,1,1,1,1,1,3,3,3,3,1,3,1,1,3,2,2,1.25,2,2,5,8,1,63.872,57.129,0.05087,0.02445
4329,353102,353,.,37.94,.,2,2,.,6,1,1,2,1,3,1,1,1,1,1,3,4,2,1,1,1,1,1,1,3,1,1,0.01,7,1,6,4,0,570.18,598.225,-0.11507,0.02393
4330,353104,353,.,59.48,63.02,1,4,.,6,3,1,3,3,1,3,1,1,2,1,3,3,3,1,3,3,1,1,1,3,3,2,0.25,7,2,2,4,0,338.34,527.411,-0.01564,0.06776
4331,353105,353,.,57.13,66.13,,2.25,.,6,4,1,3,3,1,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,,,1.19,7,2,4,8,0,336.684,307.103,-0.01906,0.08789
4332,353106,353,.,53.02,57.47,1,.,.,6,3,1,3,3,1,3,1,1,2,1,1,1,1,1,3,3,1,1,3,3,3,3,0.09,7,2,2,2,1,345.37,342.422,-0.0309,-0.00826
4333,353107,353,.,60.52,64.12,1,.,.,6,3,1,3,3,1,3,1,1,3,3,3,3,3,3,3,1,1,1,1,3,,2,0.97,7,2,6,6,0,330.705,419.435,-0.0074,0.11133
4334,353111,353,.,55.16,64.69,1,1.75,.,6,3,1,3,3,3,3,3,1,2,3,3,3,1,3,2,1,1,1,1,3,2,2,0.17,7,1,3,3,0,353.445,346.824,-0.04132,0.12131
4335,353112,353,.,59.72,.,2,2,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0.92,7,1,6,6,0,0,0,-0.22516,-0.16943
4336,353113,353,.,33.89,44.71,1,1.75,.,6,3,1,3,1,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,3,2,2,0.3,7,1,7,2,0,345.636,377.36,-0.11933,0.0825
4337,353114,353,.,39.9,46.31,2,2,.,6,3,1,3,2,2,1,2,1,2,1,3,3,3,3,1,1,1,1,1,3,2,2,-0.31,7,1,2,2,0,370.833,392.544,-0.04743,0.07696
4338,353115,353,.,56.58,62.65,2,.,.,6,3,1,3,3,1,3,1,1,1,3,3,3,3,3,3,1,1,1,1,3,3,3,1.14,7,1,7,6,0,352.139,342.213,-0.0074,0.11133
4339,353203,353,1.288,63.85,67,1,3,6,6,1,1,3,1,3,3,1,3,1,1,1,1,1,3,3,3,3,0,1,3,3,2,0.21,7,1,5,3,0,235.072,315.535,0.05413,-0.08781
4340,353207,353,0.232,40.81,43.98,2,2.25,6,6,3,1,3,1,3,3,1,1,3,3,1,2,3,2,1,1,1,1,1,3,2,3,-0.13,7,2,4,2,1,232.907,0,-0.03316,0.03976
4341,353208,353,0.762,60.81,69.59,1,.,6,6,1,1,3,1,3,3,1,1,3,1,1,1,1,3,3,3,3,1,0,3,2,2,0.18,5,2,6,4,1,231.493,227.273,0.0356,-0.07267
4342,353211,353,1.303,49.33,55.1,0,3.5,6,6,1,1,3,1,3,3,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,2,-0.51,7,2,1,2,0,231.538,257.457,-0.01053,-0.00971
4343,353212,353,0.265,47.48,51.44,2,2.5,6,6,1,1,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,2,2,1.06,7,2,7,6,0,217.01,0,-0.0434,-0.01544
4344,353215,353,0.496,36.96,41.89,1,1.25,6,6,1,1,3,1,3,3,1,1,3,1,1,2,3,2,1,1,1,3,1,3,1,3,0.46,7,2,4,5,0,222.433,250.235,-0.01851,-0.01029
4345,353216,353,1.811,59.7,74.45,1,4,6,6,3,0,3,1,3,3,1,3,3,1,1,1,1,1,1,3,3,1,4,3,3,2,-0.69,7,2,2,2,1,223.193,231.632,-0.00649,-0.05861
4346,353219,353,-0.258,55.56,65.05,1,.,6,6,4,4,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,1,1,3,2,1,-0.35,7,2,1,2,1,256.257,218.435,0.05629,0.09245
4347,353223,353,0.577,59.35,62,2,0.75,6,6,3,1,3,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,4,2,3,3,0.37,6,1,3,3,0,243.484,305.518,-0.08066,0.00735
4348,354102,354,-0.003,53.19,60.62,1,4,5,5,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,4,3,3,2,0.33,7,2,6,6,1,408.687,427.568,-0.02511,-0.07484
4349,354108,354,-1.002,52.2,48.66,2,3.25,5,5,1,1,3,1,3,3,0,3,1,1,1,2,3,2,3,1,1,1,1,2,2,2,0.71,7,1,3,6,0,426.708,581.403,0.01301,-0.03931
4350,354109,354,0.528,58.53,70.22,1,3,5,5,1,1,3,1,1,4,1,4,1,1,1,3,3,1,3,3,3,1,1,3,2,2,0.99,7,1,7,3,0,409.978,377.165,0.07072,-0.0507
4351,354112,354,1.548,42.36,53.92,1,2.25,5,5,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,0.03,7,2,5,2,0,409.354,414.764,-0.10221,-0.05537
4352,354114,354,.,49.49,51.95,1,3.75,.,6,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,1,1,1,3,2,2,1.06,7,2,8,3,1,401.256,507.21,0.03688,0.07596
4353,354118,354,-1.051,58.24,59.89,1,4,5,5,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,3,1,1,4,3,2,2,0.54,7,2,5,6,0,383.397,767.201,-0.02511,-0.07484
4354,354123,354,-0.773,23.9,30.25,2,2,5,5,3,0,3,0,3,1,0,1,0,1,3,3,3,1,3,1,1,1,1,3,1,2,-0.59,7,2,2,2,1,406.979,542.535,-0.07645,0.0285
4355,354202,354,-0.755,62.35,71.43,1,3.5,5,5,1,1,3,1,1,3,1,1,4,1,1,1,4,4,1,3,1,1,1,3,3,3,1.21,6,1,7,7,0,345.061,439.29,0.05898,-0.04723
4356,354204,354,.,59.72,.,,3,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.64,7,2,6,2,1,0,0,-0.22516,-0.16943
4357,354205,354,-0.264,53.55,63.23,2,3.75,5,5,1,1,3,1,3,3,1,1,3,1,1,3,3,3,3,3,1,1,1,3,3,2,0.89,5,2,6,6,1,100.06,107.948,0.03841,-0.01636
4358,354208,354,0.003,56.62,61.37,,3,5,5,1,3,3,1,3,3,1,3,3,1,1,3,3,3,3,3,1,1,1,3,,,0.6,7,1,3,5,1,356.289,308.27,0.0624,-0.01203
4359,354209,354,-0.242,62.07,65.99,1,3.5,5,5,3,3,4,1,1,3,1,3,2,1,3,3,3,3,3,3,3,1,1,3,3,2,1.44,7,2,7,7,0,329.209,301.856,0.08621,0.03178
4360,354212,354,1.811,76.92,73.39,1,4,5,5,1,1,4,1,3,3,1,3,1,1,1,3,3,3,3,3,3,1,1,3,3,3,0.91,7,1,7,5,0,355.522,426.561,0.09544,-0.0346
4361,354213,354,-0.51,49.8,52.13,2,2.25,5,5,1,1,3,1,3,1,1,1,1,1,1,3,3,1,3,1,1,1,2,3,3,2,0.52,7,1,2,4,0,356.98,320.624,-0.05824,-0.00464
4362,354216,354,-0.008,45.58,54.67,1,2.75,5,5,1,1,3,1,3,3,1,1,1,1,1,3,3,2,2,1,1,1,1,3,3,1,0.54,7,2,4,4,1,339.889,720.242,-0.01465,-0.01172
4363,354218,354,-0.788,66.72,76.63,1,.,5,5,1,1,4,1,1,3,1,3,1,1,1,3,3,2,2,3,3,1,1,3,2,2,-0.35,7,2,5,2,1,353.25,340.241,0.06847,-0.0476
4364,354219,354,.,59.83,59.46,1,3.75,5,5,3,1,3,3,1,3,1,1,3,1,3,3,3,3,3,1,1,1,1,3,2,2,0.87,7,2,5,6,0,326.932,442.781,0.00006,0.07737
4365,354220,354,-0.755,63.03,67.42,1,3.5,5,5,1,1,4,1,3,1,1,3,2,1,1,3,3,3,3,3,1,1,1,3,2,2,0.52,7,1,2,6,0,433.087,344.099,0.03944,-0.01823
4366,354223,354,-0.232,39.34,37.8,0,.,5,5,1,1,3,1,3,1,1,1,3,3,1,3,3,1,1,1,1,1,1,3,1,1,-1.11,7,2,2,2,0,352.027,392.411,-0.08318,0.02315
4367,354224,354,0.003,68.94,73.45,1,.,5,5,1,1,4,1,3,4,1,3,1,1,1,1,3,3,3,3,3,1,1,3,2,2,1.12,7,2,7,6,1,337.747,432.498,0.1136,-0.06248
4368,354225,354,0.795,19.55,20.3,,2,5,5,3,3,3,1,4,1,1,1,3,1,1,1,1,1,0,1,1,1,1,3,,,0.48,7,2,3,6,0,351.634,391.758,-0.11162,-0.00961
4369,355102,355,-1.023,29.98,28.98,1,2,6,6,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,3,3,0.46,3,1,4,4,0,536.048,438.674,-0.08479,-0.01596
4370,355105,355,-0.755,48.32,50.11,1,4,6,6,3,2,2,1,2,2,2,2,3,1,1,2,2,2,1,2,2,1,2,3,2,2,-0.22,5,2,4,2,0,227.024,227.676,-0.02954,-0.00251
